location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
Ladybower,Ladybower,GB,o3,89.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.403369999999995,-1.7520060000000002,8.0
Chico -  East,BUTTE,US,o3,0.036000000000000004,2020-04-07 19:00:00 UTC,ppm,AirNow,39.76168,-121.84047,1.0
"Industrial Area, Hajipur - BSPCB",Hajipur,IN,pm10,61.79,2020-04-07 20:45:00 UTC,µg/m³,caaqm,25.69719,85.2459,0.25
St. Marks Wildlife R,Tallahassee,US,pm25,5.7,2020-04-07 19:00:00 UTC,µg/m³,AirNow,30.0842,-84.1617,1.0
Inverness,Inverness,GB,pm25,7.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,57.481308,-4.2414510000000005,24.0
Berkeley Aquatic Par,ALAMEDA,US,no2,0.016,2020-04-07 19:00:00 UTC,ppm,AirNow,37.864765000000006,-122.30273999999999,1.0
Southampton A33,Southampton,GB,no2,106.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,50.920265,-1.463484,1.0
POTAWATOMI,FOREST,US,o3,0.026000000000000002,2020-04-07 20:00:00 UTC,ppm,AirNow,45.5639,-88.81,1.0
Jerome Mack,Las Vegas-Paradise,US,no2,0.006,2020-04-07 20:00:00 UTC,ppm,AirNow,36.141876,-115.07874,1.0
"DRM Office Danapur, Patna - BSPCB",Patna,IN,so2,0.0,2020-04-06 17:15:00 UTC,µg/m³,caaqm,25.586561,85.04359000000001,0.25
Wigan Centre,Wigan,GB,pm25,10.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.54914,-2.638139,24.0
Miaoli,苗栗縣,TW,so2,0.002,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.56527,120.8202,1.0
Potosi,GRANT,US,pm25,14.4,2020-04-07 20:00:00 UTC,µg/m³,AirNow,42.69213,-90.69637,1.0
Clarkston-13th St,ASOTIN,US,pm25,4.4,2020-04-07 19:00:00 UTC,µg/m³,AirNow,46.4256,-117.0598,1.0
Piney Run,GARRETT,US,o3,0.046,2020-04-07 20:00:00 UTC,ppm,AirNow,39.7058,-79.0119,1.0
Molson,QUEBEC,CA,so2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,45.54271,-73.57176,1.0
Mt. Washington base,Berlin,US,o3,0.047,2020-04-07 20:00:00 UTC,ppm,AirNow,44.308132,-71.217636,1.0
Aksaray,İstanbul,TR,so2,10.0,2018-06-12 16:00:00 UTC,µg/m³,Turkey,41.014720000000004,28.954721000000003,1.0
"Silk Board, Bengaluru - KSPCB",Silkboard Junction 323,IN,o3,20.8,2020-04-07 21:00:00 UTC,µg/m³,caaqm,12.917347999999999,77.62281,0.25
Nisko-Szklarniowa-WIOS,Nisko,PL,no2,32.684,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.529892,22.112467000000002,
Maspeth,New York-Northern New Jersey-Long Island,US,pm25,3.3,2020-04-07 19:00:00 UTC,µg/m³,AirNow,40.7269,-73.8933,1.0
Santa Barbara,Santa Barbara-Santa Maria,US,pm10,5.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,34.42775,-119.69091,1.0
"Gangapur Road, Nashik - MPCB",Nashik,IN,pm25,23.63,2020-04-07 21:00:00 UTC,µg/m³,caaqm,20.007328,73.77624499999999,0.25
Redwash,UINTAH,US,o3,0.05,2020-04-07 20:00:00 UTC,ppm,AirNow,40.204433,-109.35321,1.0
Calexico - Ethel Str,El Centro,US,pm25,3.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,32.67618,-115.48307,1.0
Puyallup-128th St,Seattle-Tacoma-Bellevue,US,pm25,4.1,2020-04-07 19:00:00 UTC,µg/m³,AirNow,47.1405,-122.2992,1.0
Zhushan,南投縣,TW,pm25,22.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,23.75639,120.67731,1.0
West Union,ADAMS,US,so2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,38.794709999999995,-83.53399,1.0
Abbotsford Airport,BRITISH COLUMBIA,CA,o3,0.042,2020-04-07 20:00:00 UTC,ppm,AirNow,49.021507,-122.32655,1.0
AAQMS Karve Road Pune,Pune,IN,o3,15.76,2018-02-22 03:00:00 UTC,µg/m³,CPCB,18.497484,73.81349,0.25
UH Coastal Center C697,Houston,US,co,0.2,2016-03-06 18:00:00 UTC,ppm,Texas,29.3879,-95.0414,1.0
Bydgoszcz Warszawska,Bydgoszcz,PL,no2,24.8,2020-04-07 21:00:00 UTC,µg/m³,GIOS,53.134083,17.995708,
Sarnia,ONTARIO,CA,o3,0.035,2020-04-07 19:00:00 UTC,ppm,AirNow,42.990265,-82.39534,1.0
Tulsa 0175,TULSA,US,so2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,36.149876,-96.01166500000001,1.0
San Antonio,Tampa-St. Petersburg-Clearwater,US,o3,0.051,2020-04-07 19:00:00 UTC,ppm,AirNow,28.3322,-82.3056,1.0
Plymouth Centre,Plymouth,GB,pm10,14.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,50.37167,-4.142361,24.0
Camden Kerbside,London,GB,pm25,11.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,51.54421,-0.175269,24.0
Glenpool,Tulsa,US,pm25,7.4,2020-04-07 20:00:00 UTC,µg/m³,AirNow,35.9525,-96.0033,1.0
ES0787A,Huelva,ES,so2,8.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,37.190329999999996,-6.90453,1.0
Chuzhou Jian Ce Zhan,Chuzhou,CN,o3,41.0,2018-10-13 21:00:00 UTC,µg/m³,Chuzhou,32.3061,118.3158,1.0
Beaufort,Morehead City,US,o3,0.046,2020-04-07 19:00:00 UTC,ppm,AirNow,34.8848,-76.6203,1.0
Rifle Ozone,GARFIELD,US,o3,0.051,2020-04-07 19:00:00 UTC,ppm,AirNow,39.5418,-107.7841,1.0
"H.B. Colony, Bhiwani - HSPCB",Bhiwani,IN,o3,50.78,2020-04-07 19:45:00 UTC,µg/m³,caaqm,28.806223,76.14110600000001,0.25
Bekkestua,Bærum,NO,pm25,8.1,2020-04-07 20:00:00 UTC,µg/m³,Norway,59.9181,10.5839,1.0
Middlesbrough,Middlesbrough,GB,o3,79.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,54.569297999999996,-1.220874,8.0
Castel di Guido,Roma,IT,pm10,17.0,2020-04-03 22:00:00 UTC,µg/m³,ARPALAZIO,41.88944,12.2663,24.0
"Bang Phut, Pak Kret",Nonthaburi,TH,co,1.61,2020-04-07 20:00:00 UTC,ppm,Thailand,13.907827,100.53565,1.0
Lunbei,Yun-Chia-Nan,TW,no2,0.006999999999999999,2020-04-07 21:00:00 UTC,ppm,Taiwan,23.757547,120.34873999999999,1.0
Clovis - N. Villa Av,Fresno,US,o3,0.037000000000000005,2020-04-07 19:00:00 UTC,ppm,AirNow,36.8192,-119.7164,1.0
Folsom,Sacramento--Arden-Arcade--Roseville,US,no2,0.002,2019-07-22 16:00:00 UTC,ppm,AirNow,38.683304,-121.16446,1.0
תחנה:אגן כימיקלים,צפון,IL,co,0.2,2019-04-03 21:00:00 UTC,ppm,Israel,32.91575,35.29302,0.25
Kingston,ONTARIO,CA,o3,0.045,2020-04-07 19:00:00 UTC,ppm,AirNow,44.219868,-76.521126,1.0
Maslak,İstanbul,TR,co,0.0,2018-01-15 07:00:00 UTC,µg/m³,Turkey,41.101315,29.024492,1.0
W Greenwich,Providence-New Bedford-Fall River,US,o3,0.049,2020-04-07 15:00:00 UTC,ppm,AirNow,41.615,-71.7197,1.0
"Zoo Park, Hyderabad - TSPCB",Hyderabad,IN,no2,17.9,2020-04-02 22:15:00 UTC,µg/m³,caaqm,17.349693,78.45144,0.25
Płock-Gimnazjum,Płock,PL,co,141.278,2019-12-31 22:00:00 UTC,µg/m³,GIOS,52.55628000000001,19.687672,
South Pass,Riverton,US,o3,0.044000000000000004,2020-04-07 20:00:00 UTC,ppm,AirNow,42.5275,-108.7203,1.0
"Chandrapur, Chandrapur - MPCB",Chandrapur,IN,so2,23.7,2020-04-07 21:00:00 UTC,µg/m³,caaqm,19.645325,77.63452,0.25
DET POLICE 4TH,Detroit-Warren-Livonia,US,pm25,11.1,2020-04-07 20:00:00 UTC,µg/m³,AirNow,42.312157,-83.09194000000001,1.0
"Arya Nagar, Bahadurgarh - HSPCB",Bahadurgarh ,IN,pm25,29.1,2020-04-07 20:15:00 UTC,µg/m³,caaqm,28.6701,76.9254,0.25
Hafod-yr-ynys Roadside,Swfrryd,GB,no2,47.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,51.68058,-3.133508,1.0
Fond du Lac,CARLTON,US,pm25,5.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,46.713696,-92.51172,1.0
Rieti 1,Rieti,IT,co,600.0,2020-04-04 22:00:00 UTC,µg/m³,ARPALAZIO,42.404095,12.858224,1.0
Rossville,Chattanooga,US,pm10,26.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,34.9789,-85.3009,1.0
Seattle-10th & Welle,Seattle-Tacoma-Bellevue,US,no2,0.015,2020-04-07 19:00:00 UTC,ppm,AirNow,47.59722,-122.319725,1.0
Durham Armory,Durham,US,pm25,9.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,36.032955,-78.90404000000001,1.0
Anaheim,Los Angeles-Long Beach-Santa Ana,US,no2,0.006,2020-04-07 20:00:00 UTC,ppm,AirNow,33.830585,-117.93851000000001,1.0
Substation,Farmington,US,no2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,36.7969,-108.4725,1.0
Cave Junction Forest,JOSEPHINE,US,pm25,4.3,2020-04-07 20:00:00 UTC,µg/m³,AirNow,42.1617,-123.64835,1.0
ES1977A,Las Palmas,ES,pm25,8.0,2020-01-14 09:00:00 UTC,µg/m³,EEA Spain,27.898329999999998,-15.48833,1.0
Centar,MK005A,MK,o3,14.0,2018-10-13 21:00:00 UTC,µg/m³,Bosnia2,41.992,21.423000000000002,1.0
Bakke kirke,Trondheim,NO,no2,5.734474,2020-04-07 20:00:00 UTC,µg/m³,Norway,63.432930000000006,10.41067,1.0
BCSP,Philadelphia-Camden-Wilmington,US,o3,0.05,2020-04-07 20:00:00 UTC,ppm,AirNow,39.8172,-75.5639,1.0
Harmani,Jajce,BA,o3,6.0,2018-10-13 21:00:00 UTC,µg/m³,Bosnia2,44.343,17.268,1.0
AM8 Gdańsk Wrzeszcz,Gdańsk,PL,o3,71.9513,2020-04-07 20:00:00 UTC,µg/m³,GIOS,54.380280000000006,18.620274,
"MED-LAYE - Medellín, El Poblado - Tanques La Ye EPM",Medellin,CO,pm25,5.0,2020-04-07 21:00:00 UTC,µg/m³,Medellin,6.182542,-75.55064,1.0
Dongshan,Yilan,TW,so2,0.0015,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.632202,121.79293,1.0
ES2025A,Las Palmas,ES,so2,4.0,2020-04-06 16:00:00 UTC,µg/m³,EEA Spain,28.506159999999998,-13.84898,1.0
"Rabindra Sarobar, Kolkata - WBPCB",Kolkata,IN,o3,14.76,2020-04-07 17:45:00 UTC,µg/m³,caaqm,22.51106,88.35141999999999,0.25
"Sop Pat, Mae Mo",Lampang,TH,no2,0.008,2020-04-07 20:00:00 UTC,ppm,Thailand,18.247768,99.76689,1.0
Stoke-on-Trent Centre,Stoke-on-Trent,GB,no2,29.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.028209999999994,-2.175133,1.0
Saint-Jean-Baptiste,,CA,pm25,3.2,2020-04-07 20:00:00 UTC,µg/m³,AirNow,45.641026000000004,-73.49968,1.0
PICTOU,NOVA SCOTIA,CA,o3,0.04,2020-04-07 19:00:00 UTC,ppm,AirNow,45.6819,-62.6953,1.0
Athens,Athens-Clarke County,US,pm10,15.0,2020-04-05 23:00:00 UTC,µg/m³,AirNow,33.925,-83.3575,1.0
ES1866A,Las Palmas,ES,so2,6.0,2020-04-06 16:00:00 UTC,µg/m³,EEA Spain,28.502762,-13.8537,1.0
Tacoma-S 36th St,Seattle-Tacoma-Bellevue,US,no2,0.013999999999999999,2020-04-07 19:00:00 UTC,ppm,AirNow,47.22634,-122.46256000000001,1.0
"Alandur Bus Depot, Chennai - CPCB",MKN Rd,IN,so2,0.54,2020-04-07 21:00:00 UTC,µg/m³,caaqm,12.909916,80.10765,0.25
Moncks Corner,BERKELEY,US,o3,0.054000000000000006,2020-04-07 20:00:00 UTC,ppm,AirNow,33.183018,-80.03071,1.0
High School,Phoenix-Mesa-Scottsdale,US,o3,0.043,2020-04-07 20:00:00 UTC,ppm,AirNow,33.508,-111.8378,1.0
ADEQ-DSR,Little Rock-North Little Rock,US,pm25,7.3,2020-04-07 16:00:00 UTC,µg/m³,AirNow,34.6811,-92.3283,1.0
Chiayi,嘉義市,TW,pm25,24.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,23.462778,120.44083400000001,1.0
Fengyuan,臺中市,TW,pm10,8.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,24.256586,120.74171399999999,1.0
NEW,PHILADELPHIA,US,so2,0.0,2020-04-07 20:00:00 UTC,ppm,AirNow,39.99139,-75.08083,1.0
Fellows Lake,GREENE,US,o3,0.039,2020-04-07 19:00:00 UTC,ppm,AirNow,37.319443,-93.20444499999999,1.0
SIMMONS PARK,Tampa-St. Petersburg-Clearwater,US,o3,0.051,2020-04-07 20:00:00 UTC,ppm,AirNow,27.7403,-82.4656,1.0
Duncan 4804,BRITISH COLUMBIA,CA,pm25,5.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,48.786114000000005,-123.71731000000001,1.0
JAMESVIL,MARTIN,US,so2,0.0,2020-04-03 13:00:00 UTC,ppm,AirNow,35.8111,-76.9067,1.0
Ozanlar-MTHM,Sakarya,TR,so2,6.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,40.79072,30.39692,1.0
Edmonton East,ALBERTA,CA,pm25,3.6,2020-04-07 19:00:00 UTC,µg/m³,AirNow,53.5472,-113.3681,1.0
Roseville - N.Sunris,Sacramento--Arden-Arcade--Roseville,US,no2,0.003,2020-04-07 19:00:00 UTC,ppm,AirNow,38.74643,-121.26498000000001,1.0
Wuhu Jian Ce Zhan,Wuhu,CN,no2,41.0,2018-10-13 21:00:00 UTC,µg/m³,Wuhu,31.3508,118.3528,1.0
Troost,Kansas City,US,so2,0.001,2020-04-07 19:00:00 UTC,ppm,AirNow,39.10465,-94.57055,1.0
Shenandoah NP,MADISON,US,pm25,0.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,38.5231,-78.4347,1.0
"Ardhali Bazar, Varanasi - UPPCB",Ordali Bazar,IN,pm25,80.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,25.3506,82.90831,0.25
Madison-Beach Road,New Haven-Milford,US,o3,0.062,2020-04-07 20:00:00 UTC,ppm,AirNow,41.2569,-72.55322,1.0
ES0624A,Almería,ES,so2,3.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.84745,-2.03819,1.0
Hsinchu,Chu-Miao,TW,no2,0.011000000000000001,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.805618,120.97208,1.0
Foley,St. Louis,US,o3,0.046,2016-11-07 19:00:00 UTC,ppm,AirNow,39.04505,-90.86632,1.0
Boise Eastman,Boise City-Nampa,US,co,0.2,2020-04-07 20:00:00 UTC,ppm,AirNow,43.61638,-116.20382,1.0
Boston-Von Hillern,SUFFOLK,US,pm25,4.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,42.325195,-71.05605,1.0
AM5 Gdańsk Szadółki,Gdańsk,PL,so2,2.09023,2019-12-31 22:00:00 UTC,µg/m³,GIOS,54.328334999999996,18.557781,
Edmonton East,ALBERTA,CA,co,0.2,2020-04-07 19:00:00 UTC,ppm,AirNow,53.5472,-113.3681,1.0
Bygdøy Alle,Oslo,NO,no2,39.839085,2020-04-07 20:00:00 UTC,µg/m³,Norway,59.918980000000005,10.69707,1.0
Şile-MTHM,İstanbul,TR,o3,81.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,41.17046,29.56336,1.0
Chuzhou Lao Nian Da Xue,Chuzhou,CN,pm25,38.0,2018-10-13 21:00:00 UTC,µg/m³,Chuzhou,32.3153,118.3094,1.0
Taft,Cincinnati-Middletown,US,o3,0.05,2020-04-07 20:00:00 UTC,ppm,AirNow,39.128859999999996,-84.50404,1.0
ES1076A,Cádiz,ES,so2,4.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,36.19048,-5.43576,1.0
"Hebbal, Bengaluru - KSPCB",Opp.: CBI Office,IN,o3,37.24,2020-04-07 21:00:00 UTC,µg/m³,caaqm,13.029152,77.5859,0.25
Suzhou Jian Ce Lou,Suzhou,CN,co,415.0,2018-10-13 21:00:00 UTC,µg/m³,Suzhou,33.6481,116.9765,1.0
"Muradpur, Patna - BSPCB",Patna,IN,so2,5.8,2020-04-07 18:30:00 UTC,µg/m³,caaqm,25.619652,85.147385,0.25
Shalu,Central,TW,pm25,11.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,24.225628,120.568794,1.0
"Major Dhyan Chand National Stadium, Delhi - DPCC","
National Stadium",IN,pm25,24.0,2020-04-07 20:30:00 UTC,µg/m³,caaqm,28.611279999999997,77.23774,0.25
Chiayi,嘉義市,TW,co,0.32,2020-04-07 21:00:00 UTC,ppm,Taiwan,23.462778,120.44083400000001,1.0
Isla Blanca C323/C66,CAMERON,US,pm25,11.8,2019-10-02 15:00:00 UTC,µg/m³,AirNow,26.0733,-97.1667,1.0
Warszawa-Targówek,Warszawa,PL,so2,2.38,2019-12-31 22:00:00 UTC,µg/m³,GIOS,52.290863,21.042458,
Fontechiari,Frosinone,IT,o3,51.0,2020-04-04 22:00:00 UTC,µg/m³,ARPALAZIO,41.67,13.674472,1.0
Goodland,SHERMAN,US,pm10,9.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,39.3428,-101.702995,1.0
Principes,Sevilla,ES,no2,24.0,2018-10-12 21:50:00 UTC,µg/m³,Andalucia,37.37525,-6.005578,1.0
GC_MAD,St. Louis,US,pm25,11.4,2020-04-07 19:00:00 UTC,µg/m³,AirNow,38.7045,-90.1397,1.0
"Bang Phut, Pak Kret",Nonthaburi,TH,pm10,36.0,2020-04-07 20:00:00 UTC,µg/m³,Thailand,13.907827,100.53565,24.0
"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",Muzaffarpur,IN,pm25,72.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,26.1209,85.3647,0.25
Xitun,Central,TW,o3,0.040999999999999995,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.162197,120.61692,1.0
"RIICO Ind. Area III, Bhiwadi - RSPCB",Phase-lll,IN,no2,20.8,2020-04-07 20:45:00 UTC,µg/m³,caaqm,28.194908,76.8623,0.25
Portland - Sauvie Is,Portland-Vancouver-Beaverton,US,o3,0.017,2019-10-03 17:00:00 UTC,ppm,AirNow,45.76853,-122.7721,1.0
Xiaogang,KaoPing,TW,co,0.41,2020-04-07 21:00:00 UTC,ppm,Taiwan,22.565832,120.33774,1.0
Manchester Piccadilly,Manchester,GB,pm25,9.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.481519999999996,-2.2378810000000002,24.0
Bydgoszcz Warszawska,Bydgoszcz,PL,o3,53.0,2020-04-07 21:00:00 UTC,µg/m³,GIOS,53.134083,17.995708,
ES0827A,Huelva,ES,pm10,17.46,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,37.3154,-6.84463,1.0
"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,IN,pm10,26.73,2020-04-07 20:45:00 UTC,µg/m³,caaqm,30.9028,75.8086,0.25
"Collectorate, Gaya - BSPCB",Gaya,IN,so2,14.1,2020-04-07 19:00:00 UTC,µg/m³,caaqm,24.7955,84.9994,0.25
Huainan Pan Ji Qu Zheng Fu,Huainan,CN,o3,60.0,2018-10-13 21:00:00 UTC,µg/m³,Huainan,32.7639,116.8028,1.0
"Manali Village, Chennai - TNPCB",Government School,IN,so2,7.31,2020-04-07 18:00:00 UTC,µg/m³,caaqm,11.258244,77.55243,0.25
Wadsworth-NV,Reno-Sparks,US,pm10,5.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,39.6367,-119.2889,1.0
תחנה:לוזית,ירושלים,IL,co,0.6,2019-04-03 21:00:00 UTC,ppm,Israel,31.75709,35.21741,0.25
Alandur Bus Depot,Chennai,IN,o3,6.82,2018-02-22 03:45:00 UTC,µg/m³,CPCB,12.997114,80.19151,0.25
IIT,Chennai,IN,o3,19.79,2018-02-22 03:45:00 UTC,µg/m³,CPCB,12.992514,80.23745,0.25
תחנה:כ.חסידים,שרון,IL,co,0.1,2019-04-03 21:00:00 UTC,ppm,Israel,32.372609999999995,34.97679,0.25
SAINT JOHN WEST,NEW BRUNSWICK,CA,pm25,11.0,2020-04-07 19:00:00 UTC,µg/m³,AirNow,45.2536,-66.0803,1.0
AM15 Malbork Mickiewicza,Malbork,PL,no2,16.8492,2020-04-07 21:00:00 UTC,µg/m³,GIOS,54.031245999999996,19.0329,
San Agustín,MEXICO STATE,MX,no2,0.006999999999999999,2020-04-07 19:00:00 UTC,ppm,AirNow,19.5329,-99.0303,1.0
Şirinevler-MTHM,İstanbul,TR,pm10,42.0,2018-10-13 20:00:00 UTC,µg/m³,Turkey,41.00245,28.838659999999997,1.0
Peje,Peje,XK,o3,23.858,2020-04-07 21:00:00 UTC,µg/m³,Kosovo,42.659690000000005,20.284597,1.0
FRANCONIA,Washington-Arlington-Alexandria,US,o3,0.042,2020-04-07 19:00:00 UTC,ppm,AirNow,38.7717,-77.1089,1.0
"Gangapur Road, Nashik - MPCB",Nashik,IN,o3,37.98,2020-04-07 21:00:00 UTC,µg/m³,caaqm,20.007328,73.77624499999999,0.25
"Rama IV Rd., Pathum Wan",Bangkok,TH,no2,0.006,2020-04-07 20:00:00 UTC,ppm,Thailand,13.729829999999998,100.53649,1.0
Legionowo-Zegrzyńska,Legionowo,PL,pm25,71.77,2020-04-07 20:00:00 UTC,µg/m³,GIOS,52.407578,20.955929,
RT,CLARK,US,no2,0.006,2020-04-07 20:00:00 UTC,ppm,AirNow,36.139706,-115.17565,1.0
"Sector 30, Faridabad - HSPCB",Faridabad,IN,no2,10.99,2020-04-07 20:45:00 UTC,µg/m³,caaqm,28.4417,77.3217,0.25
"IGSC Planetarium Complex, Patna - BSPCB",Patna,IN,pm25,64.0,2020-04-07 21:00:00 UTC,µg/m³,caaqm,25.5941,85.1376,0.25
Duncan,,CA,no2,0.004,2020-04-07 20:00:00 UTC,ppm,AirNow,45.502646999999996,-73.66391,1.0
Boston - North End,Boston-Cambridge-Quincy,US,pm25,8.0,2018-04-04 14:00:00 UTC,µg/m³,AirNow,42.3631,-71.0542,1.0
Horn Point,DORCHESTER,US,pm25,9.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,38.5876,-76.1408,1.0
ES1971A,Córdoba,ES,co,483.0,2020-04-07 09:00:00 UTC,µg/m³,EEA Spain,38.13793,-4.903969999999999,1.0
"Sector-12, Karnal - HSPCB",Karnal,IN,o3,18.05,2020-04-07 18:45:00 UTC,µg/m³,caaqm,29.6953,77.0027,0.25
Radakovo,Zenica,BA,no2,36.0,2018-10-13 21:00:00 UTC,µg/m³,Bosnia2,44.195,17.932000000000002,1.0
Qiaotou,KaoPing,TW,pm25,29.0,2020-04-07 21:00:00 UTC,µg/m³,Taiwan,22.757505,120.30568999999998,1.0
ALSIP,Chicago-Naperville-Joliet,US,pm25,2.5,2020-04-04 06:00:00 UTC,µg/m³,AirNow,41.6708,-87.7325,1.0
Suzhou Huo Che Zhan,Suzhou,CN,pm10,64.0,2018-10-13 21:00:00 UTC,µg/m³,Suzhou,33.63064,116.98899999999999,1.0
Portland - Spangler,Portland-Vancouver-Beaverton,US,o3,0.032,2019-10-03 20:00:00 UTC,ppm,AirNow,45.25928,-122.58815,1.0
Fairplay,PARK,US,pm10,5.0,2018-02-27 16:00:00 UTC,µg/m³,AirNow,39.2403,-105.9831,1.0
Zdzieszowice automat 2,Zdzieszowice,PL,no2,4.99346,2019-12-31 22:00:00 UTC,µg/m³,GIOS,50.423534000000004,18.120739,
Gary-IITRI,Chicago-Naperville-Joliet,US,o3,0.045,2020-04-07 20:00:00 UTC,ppm,AirNow,41.6067,-87.3047,1.0
תחנה:ק.ביאליק,ירושלים,IL,co,0.4,2019-04-03 21:00:00 UTC,ppm,Israel,31.7801,35.223929999999996,0.25
SPARTAN - Vietnam Acad. Sci.,Hanoi,VN,pm25,36.9,2015-08-21 01:00:00 UTC,µg/m³,Spartan,21.048000000000002,105.8,1.0
ES1745A,Las Palmas,ES,no2,6.0,2020-04-06 15:00:00 UTC,µg/m³,EEA Spain,27.897638,-15.445028,1.0
Rodalquilar,Nijar,ES,so2,5.0,2018-10-12 21:50:00 UTC,µg/m³,Andalucia,36.847454,-2.0381885,24.0
Wuhu Si Shui Han,Wuhu,CN,no2,43.0,2018-10-13 21:00:00 UTC,µg/m³,Wuhu,31.3178,118.3708,1.0
Warszawa-Tołstoja,Warszawa,PL,no2,13.76,2018-12-31 14:00:00 UTC,µg/m³,GIOS,52.285072,20.933018,
Yilan,Yilan,TW,o3,0.023,2020-04-07 21:00:00 UTC,ppm,Taiwan,24.747917,121.74638999999999,1.0
Hefei Yao Hai Qu,Hefei,CN,co,982.0,2018-10-13 21:00:00 UTC,µg/m³,Hefei,31.8585,117.336,1.0
Birney,ROSEBUD,US,o3,0.042,2020-04-07 19:00:00 UTC,ppm,AirNow,45.36615,-106.48982,1.0
Research Farm,BROOKINGS,US,o3,0.047,2020-04-07 20:00:00 UTC,ppm,AirNow,44.348602,-96.8073,1.0
Beaumont C2/C112,Beaumont-Port Arthur,US,o3,0.027000000000000003,2020-04-07 20:00:00 UTC,ppm,AirNow,30.0394,-94.0747,1.0
Hurdal25,Hurdal,NO,o3,70.6,2020-04-07 20:00:00 UTC,µg/m³,Norway,60.37288,11.074069999999999,1.0
Blaine,Minneapolis-St. Paul-Bloomington,US,pm25,7.0,2020-04-07 20:00:00 UTC,µg/m³,AirNow,45.1425,-93.2139,1.0
Cheyenne Mobile,Cheyenne,US,pm10,7.0,2017-03-30 15:00:00 UTC,µg/m³,AirNow,41.13,-104.75,1.0
BEL-USBV - Universidad San Buenaventura,Medellin,CO,o3,-9999.0,2020-04-07 21:00:00 UTC,ppm,Medellin,6.330697,-75.56867,1.0
Fort Independence Me,Bishop,US,pm10,11.0,2020-01-13 16:00:00 UTC,µg/m³,AirNow,36.8028,-118.1167,1.0
"BTM Layout, Bengaluru - KSPCB",Bengaluru,IN,no2,131.87,2018-02-22 03:00:00 UTC,µg/m³,CPCB,12.912811,77.60922,0.25
"Kraków, ul. Bulwarowa",Kraków,PL,pm10,77.7311,2020-04-07 21:00:00 UTC,µg/m³,GIOS,50.069309999999994,20.053492000000002,
Chesterfield,CHESTERFIELD,US,pm25,4.4,2020-03-31 10:00:00 UTC,µg/m³,AirNow,34.6153,-80.1989,1.0
"Jadavpur, Kolkata - WBPCB",Indian Association for the Cultivation Of Science,IN,no2,9.4,2020-04-07 18:00:00 UTC,µg/m³,caaqm,22.49929,88.36917,0.25
Warrington,Warrington,GB,no2,5.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.38928000000001,-2.615358,1.0
Baytown Garth C1017,Houston,US,so2,-0.0001,2016-03-06 19:00:00 UTC,ppm,Texas,29.823318,-94.98379,1.0
Barnsley Gawber,Barnsley,GB,o3,79.0,2020-04-07 20:00:00 UTC,µg/m³,DEFRA,53.56292,-1.5104360000000001,8.0
